version,form_group,displayed_item_number,bank_id,blueprint_slot_id,question_family_id,mastery_goal_id,evidence_point_id,learning_target,i_can,practice_standard,item_type,representation,task_architecture,natural_dok,expected_evidence,scoring_reference,calculator_rule,security_level,notes
V1,test_day,11,U1-SUM-V1-Q11,U1-SUM-SLOT10,U1-SUM-TD-FAM10,U1-MG04,U1-EP-SUM-V1-S10,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Construct and interpret an inequality for a contextual constraint.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | inequality,context cap -> inequality -> discrete interpretation,2,Construct and interpret an inequality for a contextual constraint.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V1,test_day,12,U1-SUM-V1-Q12,U1-SUM-SLOT12,U1-SUM-TD-FAM12,U1-MG04,U1-EP-SUM-V1-S12,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Solve an inequality and correctly reverse direction when dividing by a negative.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,symbolic inequality,negative coefficient inequality -> reverse direction,2,Solve an inequality and correctly reverse direction when dividing by a negative.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,1,U1-SUM-V2-Q01,U1-SUM-SLOT04,U1-SUM-TD-FAM04,U1-MG02,U1-EP-SUM-V2-S04,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Rewrite an expression into a correct equivalent form using properties.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,symbolic expression,distribute -> combine like terms,2,Rewrite an expression into a correct equivalent form using properties.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,2,U1-SUM-V2-Q02,U1-SUM-SLOT01,U1-SUM-TD-FAM01,U1-MG01,U1-EP-SUM-V2-S01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with signed rational quantities and interpret the sign/magnitude.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,signed decimals | context,signed rational context -> compute -> interpret sign,2,Compute with signed rational quantities and interpret the sign/magnitude.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,3,U1-SUM-V2-Q03,U1-SUM-SLOT08,U1-SUM-TD-FAM08,U1-MG04,U1-EP-SUM-V2-S08,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Connect a one-variable inequality to its solution-set boundary and direction.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,inequality | number-line description,solve inequality -> describe number-line solution,2,Connect a one-variable inequality to its solution-set boundary and direction.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,4,U1-SUM-V2-Q04,U1-SUM-SLOT07,U1-SUM-TD-FAM07,U1-MG03,U1-EP-SUM-V2-S07,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Solve a one-variable equation and verify the solution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,one-variable equation,structured equation -> equivalent transformations -> verify,2,Solve a one-variable equation and verify the solution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,5,U1-SUM-V2-Q05,U1-SUM-SLOT05,U1-SUM-TD-FAM05,U1-MG02,U1-EP-SUM-V2-S05,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Distinguish equivalent from nonequivalent rewrites.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,equivalent expressions,recognize distributive-property equivalent form,2,Distinguish equivalent from nonequivalent rewrites.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,6,U1-SUM-V2-Q06,U1-SUM-SLOT02,U1-SUM-TD-FAM02,U1-MG01,U1-EP-SUM-V2-S02,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Evaluate an algebraic expression accurately after substitution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,algebraic expression,substitute into quadratic expression -> operation hierarchy,2,Evaluate an algebraic expression accurately after substitution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,7,U1-SUM-V2-Q07,U1-SUM-SLOT10,U1-SUM-TD-FAM10,U1-MG04,U1-EP-SUM-V2-S10,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Construct and interpret an inequality for a contextual constraint.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | inequality,context cap -> inequality -> discrete interpretation,2,Construct and interpret an inequality for a contextual constraint.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,8,U1-SUM-V2-Q08,U1-SUM-SLOT09,U1-SUM-TD-FAM09,U1-MG03,U1-EP-SUM-V2-S09,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,"Construct, solve, and interpret a contextual equation.",Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | equation,context -> define variable -> equation -> solve -> interpret,2,"Construct, solve, and interpret a contextual equation.",Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,9,U1-SUM-V2-Q09,U1-SUM-SLOT06,U1-SUM-TD-FAM06,U1-MG02,U1-EP-SUM-V2-S06,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Critique an algebraic rewrite and explain the property/sign issue.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,error analysis | symbolic expression,critique missing distribution -> correct rewrite,3,Critique an algebraic rewrite and explain the property/sign issue.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,10,U1-SUM-V2-Q10,U1-SUM-SLOT11,U1-SUM-TD-FAM11,U1-MG03,U1-EP-SUM-V2-S11,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Verify whether a proposed value satisfies an equation.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,solution check,test candidate equation solutions,2,Verify whether a proposed value satisfies an equation.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,11,U1-SUM-V2-Q11,U1-SUM-SLOT03,U1-SUM-TD-FAM03,U1-MG01,U1-EP-SUM-V2-S03,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with rational numbers and make a defensible reasonableness check.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,fraction | decimal,fraction-decimal computation -> benchmark reasonableness,2,Compute with rational numbers and make a defensible reasonableness check.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V2,test_day,12,U1-SUM-V2-Q12,U1-SUM-SLOT12,U1-SUM-TD-FAM12,U1-MG04,U1-EP-SUM-V2-S12,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Solve an inequality and correctly reverse direction when dividing by a negative.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,symbolic inequality,negative coefficient inequality -> reverse direction,2,Solve an inequality and correctly reverse direction when dividing by a negative.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,1,U1-SUM-V3-Q01,U1-SUM-SLOT07,U1-SUM-TD-FAM07,U1-MG03,U1-EP-SUM-V3-S07,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Solve a one-variable equation and verify the solution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,one-variable equation,structured equation -> equivalent transformations -> verify,2,Solve a one-variable equation and verify the solution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,2,U1-SUM-V3-Q02,U1-SUM-SLOT04,U1-SUM-TD-FAM04,U1-MG02,U1-EP-SUM-V3-S04,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Rewrite an expression into a correct equivalent form using properties.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,symbolic expression,distribute -> combine like terms,2,Rewrite an expression into a correct equivalent form using properties.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,3,U1-SUM-V3-Q03,U1-SUM-SLOT01,U1-SUM-TD-FAM01,U1-MG01,U1-EP-SUM-V3-S01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with signed rational quantities and interpret the sign/magnitude.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,signed decimals | context,signed rational context -> compute -> interpret sign,2,Compute with signed rational quantities and interpret the sign/magnitude.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,4,U1-SUM-V3-Q04,U1-SUM-SLOT08,U1-SUM-TD-FAM08,U1-MG04,U1-EP-SUM-V3-S08,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Connect a one-variable inequality to its solution-set boundary and direction.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,inequality | number-line description,solve inequality -> describe number-line solution,2,Connect a one-variable inequality to its solution-set boundary and direction.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,5,U1-SUM-V3-Q05,U1-SUM-SLOT02,U1-SUM-TD-FAM02,U1-MG01,U1-EP-SUM-V3-S02,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Evaluate an algebraic expression accurately after substitution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,algebraic expression,substitute into quadratic expression -> operation hierarchy,2,Evaluate an algebraic expression accurately after substitution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,6,U1-SUM-V3-Q06,U1-SUM-SLOT05,U1-SUM-TD-FAM05,U1-MG02,U1-EP-SUM-V3-S05,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Distinguish equivalent from nonequivalent rewrites.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,equivalent expressions,recognize distributive-property equivalent form,2,Distinguish equivalent from nonequivalent rewrites.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,7,U1-SUM-V3-Q07,U1-SUM-SLOT09,U1-SUM-TD-FAM09,U1-MG03,U1-EP-SUM-V3-S09,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,"Construct, solve, and interpret a contextual equation.",Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | equation,context -> define variable -> equation -> solve -> interpret,2,"Construct, solve, and interpret a contextual equation.",Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,8,U1-SUM-V3-Q08,U1-SUM-SLOT10,U1-SUM-TD-FAM10,U1-MG04,U1-EP-SUM-V3-S10,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Construct and interpret an inequality for a contextual constraint.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | inequality,context cap -> inequality -> discrete interpretation,2,Construct and interpret an inequality for a contextual constraint.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,9,U1-SUM-V3-Q09,U1-SUM-SLOT03,U1-SUM-TD-FAM03,U1-MG01,U1-EP-SUM-V3-S03,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with rational numbers and make a defensible reasonableness check.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,fraction | decimal,fraction-decimal computation -> benchmark reasonableness,2,Compute with rational numbers and make a defensible reasonableness check.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,10,U1-SUM-V3-Q10,U1-SUM-SLOT06,U1-SUM-TD-FAM06,U1-MG02,U1-EP-SUM-V3-S06,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Critique an algebraic rewrite and explain the property/sign issue.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,error analysis | symbolic expression,critique missing distribution -> correct rewrite,3,Critique an algebraic rewrite and explain the property/sign issue.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,11,U1-SUM-V3-Q11,U1-SUM-SLOT12,U1-SUM-TD-FAM12,U1-MG04,U1-EP-SUM-V3-S12,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Solve an inequality and correctly reverse direction when dividing by a negative.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,symbolic inequality,negative coefficient inequality -> reverse direction,2,Solve an inequality and correctly reverse direction when dividing by a negative.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V3,test_day,12,U1-SUM-V3-Q12,U1-SUM-SLOT11,U1-SUM-TD-FAM11,U1-MG03,U1-EP-SUM-V3-S11,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Verify whether a proposed value satisfies an equation.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,solution check,test candidate equation solutions,2,Verify whether a proposed value satisfies an equation.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,1,U1-SUM-V4-Q01,U1-SUM-SLOT01,U1-SUM-TD-FAM01,U1-MG01,U1-EP-SUM-V4-S01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with signed rational quantities and interpret the sign/magnitude.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,signed decimals | context,signed rational context -> compute -> interpret sign,2,Compute with signed rational quantities and interpret the sign/magnitude.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,2,U1-SUM-V4-Q02,U1-SUM-SLOT07,U1-SUM-TD-FAM07,U1-MG03,U1-EP-SUM-V4-S07,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Solve a one-variable equation and verify the solution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,one-variable equation,structured equation -> equivalent transformations -> verify,2,Solve a one-variable equation and verify the solution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,3,U1-SUM-V4-Q03,U1-SUM-SLOT04,U1-SUM-TD-FAM04,U1-MG02,U1-EP-SUM-V4-S04,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Rewrite an expression into a correct equivalent form using properties.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,symbolic expression,distribute -> combine like terms,2,Rewrite an expression into a correct equivalent form using properties.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,4,U1-SUM-V4-Q04,U1-SUM-SLOT05,U1-SUM-TD-FAM05,U1-MG02,U1-EP-SUM-V4-S05,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Distinguish equivalent from nonequivalent rewrites.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,equivalent expressions,recognize distributive-property equivalent form,2,Distinguish equivalent from nonequivalent rewrites.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,5,U1-SUM-V4-Q05,U1-SUM-SLOT08,U1-SUM-TD-FAM08,U1-MG04,U1-EP-SUM-V4-S08,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Connect a one-variable inequality to its solution-set boundary and direction.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,inequality | number-line description,solve inequality -> describe number-line solution,2,Connect a one-variable inequality to its solution-set boundary and direction.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,6,U1-SUM-V4-Q06,U1-SUM-SLOT02,U1-SUM-TD-FAM02,U1-MG01,U1-EP-SUM-V4-S02,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Evaluate an algebraic expression accurately after substitution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,algebraic expression,substitute into quadratic expression -> operation hierarchy,2,Evaluate an algebraic expression accurately after substitution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,7,U1-SUM-V4-Q07,U1-SUM-SLOT10,U1-SUM-TD-FAM10,U1-MG04,U1-EP-SUM-V4-S10,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Construct and interpret an inequality for a contextual constraint.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | inequality,context cap -> inequality -> discrete interpretation,2,Construct and interpret an inequality for a contextual constraint.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,8,U1-SUM-V4-Q08,U1-SUM-SLOT06,U1-SUM-TD-FAM06,U1-MG02,U1-EP-SUM-V4-S06,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Critique an algebraic rewrite and explain the property/sign issue.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,error analysis | symbolic expression,critique missing distribution -> correct rewrite,3,Critique an algebraic rewrite and explain the property/sign issue.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,9,U1-SUM-V4-Q09,U1-SUM-SLOT09,U1-SUM-TD-FAM09,U1-MG03,U1-EP-SUM-V4-S09,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,"Construct, solve, and interpret a contextual equation.",Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | equation,context -> define variable -> equation -> solve -> interpret,2,"Construct, solve, and interpret a contextual equation.",Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,10,U1-SUM-V4-Q10,U1-SUM-SLOT03,U1-SUM-TD-FAM03,U1-MG01,U1-EP-SUM-V4-S03,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with rational numbers and make a defensible reasonableness check.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,fraction | decimal,fraction-decimal computation -> benchmark reasonableness,2,Compute with rational numbers and make a defensible reasonableness check.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,11,U1-SUM-V4-Q11,U1-SUM-SLOT11,U1-SUM-TD-FAM11,U1-MG03,U1-EP-SUM-V4-S11,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Verify whether a proposed value satisfies an equation.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,solution check,test candidate equation solutions,2,Verify whether a proposed value satisfies an equation.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V4,test_day,12,U1-SUM-V4-Q12,U1-SUM-SLOT12,U1-SUM-TD-FAM12,U1-MG04,U1-EP-SUM-V4-S12,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Solve an inequality and correctly reverse direction when dividing by a negative.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,symbolic inequality,negative coefficient inequality -> reverse direction,2,Solve an inequality and correctly reverse direction when dividing by a negative.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,V1–V4 controlled family
V5,makeup,1,U1-SUM-V5-Q01,U1-SUM-SLOT01,U1-SUM-MU5-FAM01,U1-MG01,U1-EP-SUM-V5-S01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with signed rational quantities and interpret the sign/magnitude.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,signed-decimal ledger | context,ledger/list representation -> signed rational sum -> sign interpretation,2,Compute with signed rational quantities and interpret the sign/magnitude.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,2,U1-SUM-V5-Q02,U1-SUM-SLOT02,U1-SUM-MU5-FAM02,U1-MG01,U1-EP-SUM-V5-S02,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Evaluate an algebraic expression accurately after substitution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,substitution table | expression,table-stated input -> evaluate expression -> select correct row/value,2,Evaluate an algebraic expression accurately after substitution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,3,U1-SUM-V5-Q03,U1-SUM-SLOT03,U1-SUM-MU5-FAM03,U1-MG01,U1-EP-SUM-V5-S03,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with rational numbers and make a defensible reasonableness check.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,fraction | decimal | reasonableness,estimate -> critique reported rational result -> recompute,2,Compute with rational numbers and make a defensible reasonableness check.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,4,U1-SUM-V5-Q04,U1-SUM-SLOT04,U1-SUM-MU5-FAM04,U1-MG02,U1-EP-SUM-V5-S04,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Rewrite an expression into a correct equivalent form using properties.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,rectangle context | equivalent expressions,geometry dimensions -> product expression -> expanded equivalent expression,2,Rewrite an expression into a correct equivalent form using properties.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
