bank_id,destination,section,exact_i_can,learning_target,stage,question_family_id,task_architecture,representation,response_type,mastery_goal,source_basis,security,summative_version
U7_S1_NOTES_YTI_05,Notes YTI,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_context_growth_decay,MODEL-SELECT-BEST-FIT-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_EXAMPLE_06,Notes Example,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_representation_match,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_YTI_06,Notes YTI,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_representation_match,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_01,Practice Set 1,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_constant_ratio_table,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_02,Practice Set 1,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_repeated_multiplier,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_03,Practice Set 1,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_percent_to_factor,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_04,Practice Set 1,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_factor_to_percent,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_05,Practice Set 1,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_06,Practice Set 1,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_07,Practice Set 1,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_linear_vs_exponential,CER-CLAIM-EVIDENCE-REASONING-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_08,Practice Set 1,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_context_growth_decay,MODEL-SELECT-BEST-FIT-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_09,Practice Set 1,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_representation_match,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_10,Practice Set 1,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_missing_exp_value,PROC-MULTISTEP-CHAIN-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_11,Practice Set 1,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_constant_ratio_table,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_12,Practice Set 1,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_repeated_multiplier,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_13,Practice Set 1,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_percent_to_factor,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_14,Practice Set 1,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_factor_to_percent,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_15,Practice Set 1,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_16,Practice Set 1,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_17,Practice Set 1,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_linear_vs_exponential,CER-CLAIM-EVIDENCE-REASONING-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_18,Practice Set 1,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_context_growth_decay,MODEL-SELECT-BEST-FIT-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_19,Practice Set 1,1,Solve quadratic equations using the quadratic formula and interpret solutions.,Solve quadratic equations using the quadratic formula and interpret solutions.,Review,s1_quadratic_formula,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_20,Practice Set 1,1,Solve quadratic equations using the quadratic formula and interpret solutions.,Solve quadratic equations using the quadratic formula and interpret solutions.,Review,s1_discriminant,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_21,Practice Set 1,1,Solve quadratic equations using the quadratic formula and interpret solutions.,Solve quadratic equations using the quadratic formula and interpret solutions.,Review,s1_quadratic_formula_context,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Context + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_22,Practice Set 1,1,Recognize and factor special polynomial patterns.,Recognize and factor special polynomial patterns.,Mastery,s1_difference_squares,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,U7-MG02,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_23,Practice Set 1,1,Recognize and factor special polynomial patterns.,Recognize and factor special polynomial patterns.,Mastery,s1_perfect_square,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,U7-MG02,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_1_24,Practice Set 1,1,Recognize and factor special polynomial patterns.,Recognize and factor special polynomial patterns.,Mastery,s1_special_pattern,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,U7-MG02,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_01,Practice Set 2,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_repeated_multiplier,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_02,Practice Set 2,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_percent_to_factor,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_03,Practice Set 2,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_factor_to_percent,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_04,Practice Set 2,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_05,Practice Set 2,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_06,Practice Set 2,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_linear_vs_exponential,CER-CLAIM-EVIDENCE-REASONING-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_07,Practice Set 2,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_context_growth_decay,MODEL-SELECT-BEST-FIT-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_08,Practice Set 2,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_representation_match,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_09,Practice Set 2,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_missing_exp_value,PROC-MULTISTEP-CHAIN-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_10,Practice Set 2,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_constant_ratio_table,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_11,Practice Set 2,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_repeated_multiplier,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_12,Practice Set 2,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_percent_to_factor,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_13,Practice Set 2,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_factor_to_percent,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_14,Practice Set 2,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_15,Practice Set 2,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_16,Practice Set 2,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_linear_vs_exponential,CER-CLAIM-EVIDENCE-REASONING-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_17,Practice Set 2,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_context_growth_decay,MODEL-SELECT-BEST-FIT-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_18,Practice Set 2,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_representation_match,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_19,Practice Set 2,1,Solve quadratic equations using the quadratic formula and interpret solutions.,Solve quadratic equations using the quadratic formula and interpret solutions.,Review,s1_quadratic_formula,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_20,Practice Set 2,1,Solve quadratic equations using the quadratic formula and interpret solutions.,Solve quadratic equations using the quadratic formula and interpret solutions.,Review,s1_discriminant,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_21,Practice Set 2,1,Solve quadratic equations using the quadratic formula and interpret solutions.,Solve quadratic equations using the quadratic formula and interpret solutions.,Review,s1_quadratic_formula_context,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Context + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_22,Practice Set 2,1,Recognize and factor special polynomial patterns.,Recognize and factor special polynomial patterns.,Mastery,s1_difference_squares,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,U7-MG02,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_23,Practice Set 2,1,Recognize and factor special polynomial patterns.,Recognize and factor special polynomial patterns.,Mastery,s1_perfect_square,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,U7-MG02,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_2_24,Practice Set 2,1,Recognize and factor special polynomial patterns.,Recognize and factor special polynomial patterns.,Mastery,s1_special_pattern,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,U7-MG02,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_01,Practice Set 3,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_percent_to_factor,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_02,Practice Set 3,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_factor_to_percent,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_03,Practice Set 3,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_04,Practice Set 3,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_05,Practice Set 3,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_linear_vs_exponential,CER-CLAIM-EVIDENCE-REASONING-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_06,Practice Set 3,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_context_growth_decay,MODEL-SELECT-BEST-FIT-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_07,Practice Set 3,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_representation_match,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_08,Practice Set 3,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_missing_exp_value,PROC-MULTISTEP-CHAIN-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_09,Practice Set 3,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_constant_ratio_table,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_10,Practice Set 3,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_repeated_multiplier,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_11,Practice Set 3,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_percent_to_factor,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_12,Practice Set 3,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_factor_to_percent,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_13,Practice Set 3,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_14,Practice Set 3,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_PRACTICE_SET_3_15,Practice Set 3,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_linear_vs_exponential,CER-CLAIM-EVIDENCE-REASONING-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
