"Blooket
Import Template",,,,,,,
15,"Start with $y=2^x$. Describe the transformations that produce $y=-1(2^(x+5))-9$, including the effect of the outside factor.",horizontal shift only,"Shift horizontally by 5 unit(s) left, shift 9 unit(s) down, and apply an outside factor of -1.",vertical shift only,reflection only,45,2
16,"Graph $y\gt7x+18$. State whether the boundary is solid or dashed, then determine whether $(4,48)$ is a solution.",solid boundary; point is not a solution,dashed boundary; point is not a solution,"Dashed boundary $y=7x+18$; $({testx},{testy})$ is a solution.",solid boundary; point is a solution,45,3
17,"Graph $y\ge4x-18$. State whether the boundary is solid or dashed, then determine whether $(-8,-48)$ is a solution.","Solid boundary $y=4x-18$; $({testx},{testy})$ is a solution.",solid boundary; point is not a solution,dashed boundary; point is not a solution,solid boundary; point is a solution,45,1
18,"Graph $y\ge-5x+9$. State whether the boundary is solid or dashed, then determine whether $(-6,41)$ is a solution.",solid boundary; point is not a solution,dashed boundary; point is not a solution,"Solid boundary $y=-5x+9$; $({testx},{testy})$ is a solution.",solid boundary; point is a solution,45,3
19,"Graph $y\gt-5x-11$. State whether the boundary is solid or dashed, then determine whether $(0,-9)$ is a solution.",solid boundary; point is not a solution,"Dashed boundary $y=-5x-11$; $({testx},{testy})$ is a solution.",dashed boundary; point is not a solution,solid boundary; point is a solution,45,2
20,"Graph $y\ge5x+1$. State whether the boundary is solid or dashed, then determine whether $(0,3)$ is a solution.",solid boundary; point is not a solution,dashed boundary; point is not a solution,solid boundary; point is a solution,"Solid boundary $y=5x+1$; $({testx},{testy})$ is a solution.",45,4
21,"Graph $y\gt2x+1$. State whether the boundary is solid or dashed, then determine whether $(-3,-3)$ is a solution.",solid boundary; point is not a solution,dashed boundary; point is not a solution,"Dashed boundary $y=2x+1$; $({testx},{testy})$ is a solution.",solid boundary; point is a solution,45,3
22,"Graph $y\gt2x+17$. State whether the boundary is solid or dashed, then determine whether $(3,25)$ is a solution.","Dashed boundary $y=2x+17$; $({testx},{testy})$ is a solution.",solid boundary; point is not a solution,dashed boundary; point is not a solution,solid boundary; point is a solution,45,1
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
