bank_id,section,destination,priority_phase,issue_category,issue_severity,original_status,repair_action,student_prompt_changed,answer_changed,figure_or_table_changed,metadata_changed,original_prompt_hash,final_prompt_hash,validation_method,final_status,notes
U2-S1-PS2-M06,2.1,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,d926a8336ae70f32fefa5582a045e779ca282926e6460885e0c203cb835740d2,260430ae9545ce3cfba030f536de1e9128eb3d0a1cfca08b353468f747c324d1,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-PS2-R03,2.1,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,ab366ce48b8112595b836cf982225c9fe2a9a7cbb775c4fb18bdc8f8f2c3c97a,c8e0b8e8b1bee5cf567ca5f6814985f350945e7188e49300166a15a210466e6f,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-PS2-R04,2.1,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,476c2ff0c2b35067e00bc971dc28e2b032ef242982e3c139fa7d05b980be0317,476c2ff0c2b35067e00bc971dc28e2b032ef242982e3c139fa7d05b980be0317,Question-family classification review,PASS,
U2-S1-PS3-I03,2.1,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,9f6823e87fc94319c994998b18ad05671a61e7c1e9ccaa59dac945ce32c604c6,9f6823e87fc94319c994998b18ad05671a61e7c1e9ccaa59dac945ce32c604c6,Question-family classification review,PASS,
U2-S1-PS3-I04,2.1,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,946a1ccd196511339feee5faf12f5d3af6662be64ae878ede122a82b5e429d01,946a1ccd196511339feee5faf12f5d3af6662be64ae878ede122a82b5e429d01,Question-family classification review,PASS,
U2-S1-PS3-I07,2.1,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,76f4e0e343b7949c816e8028f9bd53dae544132918a662ad896f4dec428560a5,76f4e0e343b7949c816e8028f9bd53dae544132918a662ad896f4dec428560a5,Question-family classification review,PASS,
U2-S1-PS3-I08,2.1,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,d3a20b61d58442fb1cce260fbd608e459942b283c3c77cead1d7046ae150a0ce,e5a077efc785281332182f8110cb77bb9b16eb60231f77b4355286bff1d5ea77,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-PS3-I09,2.1,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,1165873ced4ebfb78fa0fe3488d1434bbf52cf4ad8a4413a63d6bac4c5a8aa86,d4e692a519706f2f601c9e4d4a5e8c77b0ba56841e71cbe7c23e3cf489a8315c,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-PS3-M01,2.1,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,254187fb824e6b2bbb35a8b650032880fab08d4c082492fa973c7dcc5f2e5beb,254187fb824e6b2bbb35a8b650032880fab08d4c082492fa973c7dcc5f2e5beb,Question-family classification review,PASS,
U2-S1-PS3-M02,2.1,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,700be32a73c43a0b05df175791ae3d11f0693e1f9c8ffea57e437600b9faec83,b2ef2246bc82b9830aec1760320a402287ec73493524c9f8600a66cd2ff1e03b,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-PS3-M03,2.1,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,d3f4a382ac80bf93e34fd48d8109e6a409d9974774c2f49779e560c16391cd61,d3f4a382ac80bf93e34fd48d8109e6a409d9974774c2f49779e560c16391cd61,Question-family classification review,PASS,
U2-S1-PS3-M05,2.1,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,112600c57fc48b14cb61c51d90277246b41d044370fdf5c9c93bc8103b574123,112600c57fc48b14cb61c51d90277246b41d044370fdf5c9c93bc8103b574123,Question-family classification review,PASS,
U2-S1-PS3-M06,2.1,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,e6df27c68507b7826eceef17f499620e691455518fd31acbfc795d16df79f649,717da8d53f0575171abe3eddb00a7d277433a4dd6b524001f3e99bc5fadf2584,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-PS3-R03,2.1,Practice Set 3,3,nonexact_key_without_rounding_instruction,MAJOR,REPAIR,Replaced repeating rounded decimal key with an exact fraction and item-specific derivation.,false,true,false,false,6d72c7f8bfae1a5e4a8b4c8d91f17796042670e90a8cb988bf8d86ad4794df22,6d72c7f8bfae1a5e4a8b4c8d91f17796042670e90a8cb988bf8d86ad4794df22,Independent algebra/rate recomputation from final stem,PASS,
U2-S1-PS3-R04,2.1,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,15c1693bd54ce13e4070772201bb59969a518aacc77f06666979d75cd25ddcae,78d3bd8eaf4a664eeaf88429e9e96e9d035bed502471503bfcc7841447c8bd89,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-PS3-R05,2.1,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,7ffca85285e21ca149459fe1d6d62dd6cade9a750bb93b71e16d53572a9ec28f,7ffca85285e21ca149459fe1d6d62dd6cade9a750bb93b71e16d53572a9ec28f,Question-family classification review,PASS,
U2-S1-XP-I03,2.1,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,32724e9c01f88a7c51757e629f80f38ffd9d04e0c8fe1c273d2eb3180b68031f,32724e9c01f88a7c51757e629f80f38ffd9d04e0c8fe1c273d2eb3180b68031f,Question-family classification review,PASS,
U2-S1-XP-I04,2.1,Extra Practice,3,nonexact_key_without_rounding_instruction,MAJOR,REPAIR,Replaced repeating rounded decimal key with an exact fraction and item-specific derivation.,false,true,false,true,52663ed3e7bd28570808c788611b87736b0b606362b696a457f3ee8a377c8511,52663ed3e7bd28570808c788611b87736b0b606362b696a457f3ee8a377c8511,Independent algebra/rate recomputation from final stem,PASS,
U2-S1-XP-I07,2.1,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,0e07c7ef95149c7d05171e3a15c7cab48506623aadf71a93e2e9883a1f39d842,0e07c7ef95149c7d05171e3a15c7cab48506623aadf71a93e2e9883a1f39d842,Question-family classification review,PASS,
U2-S1-XP-I08,2.1,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,e906a0726e59680f46ea00d330e13c113d5f0a39ca587dbb5246f6180b26b5b9,5946c3682d0e4185c247dda6c2c6c62e446c0c08bfbf1fc348fd7238b30b729c,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-XP-I09,2.1,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,3abe8bcd84ff8e763bab76332a8430830fb70d0a5f665c459654a873c3ac28ed,57b9e1abd5f587177eba4f2f4cce3db270d919fb8a63300c6e2747c1e67d96f0,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-XP-M01,2.1,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,7a5673c42eab2526cfc34eaf75d0875c078a4bfc8438d850b081fedcfd357d1e,7a5673c42eab2526cfc34eaf75d0875c078a4bfc8438d850b081fedcfd357d1e,Question-family classification review,PASS,
U2-S1-XP-M02,2.1,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,d97e4c89e4a8c696a6b904c3972efbb49a484c720b89234ff43bd37b3c276766,afb335240d3017686df9e0b4ab8f71739b5080ede5184f8af36e8880b9675fff,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-XP-M03,2.1,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,60da00a565d25c8c030fe1605e82140c1e1d56e2eb4c9f34a73378b5fc54213a,60da00a565d25c8c030fe1605e82140c1e1d56e2eb4c9f34a73378b5fc54213a,Question-family classification review,PASS,
U2-S1-XP-M04,2.1,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,0b69589e6222a50e4ecac4e5d2fecfecae2cf428324306fe53016ce3f3ead6cf,8eb0aaee47e9b998be2f2bc9608218aefd8899accc2226c63fd710bc657048ce,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-XP-M05,2.1,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,926661d2328ecd71046181f303cffeef02c579f67bba5db16bec7ac62770db51,926661d2328ecd71046181f303cffeef02c579f67bba5db16bec7ac62770db51,Question-family classification review,PASS,
U2-S1-XP-R02,2.1,Extra Practice,3,nonexact_key_without_rounding_instruction,MAJOR,REPAIR,Replaced repeating rounded decimal key with an exact fraction and item-specific derivation.,false,true,false,false,5377fc70442baa345e49a952d9df805c78fc6bf164eb5b6b713fab60a524c080,5377fc70442baa345e49a952d9df805c78fc6bf164eb5b6b713fab60a524c080,Independent algebra/rate recomputation from final stem,PASS,
U2-S1-XP-R03,2.1,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,e85a82a7ce6ae60aa06d1d1206d0d6038d955f2ae9e5b09fcc871ac7579152ad,9b5ab012eb87672533353a219d6facc2620ad34063048544ce25ece461c872a6,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S1-XP-R04,2.1,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,6d4e33afb0a2a637b73486a258c4d61565af466e9153455775d0f18c4db563ed,6d4e33afb0a2a637b73486a258c4d61565af466e9153455775d0f18c4db563ed,Question-family classification review,PASS,
U2-S2-ET-A-M01,2.2,Exit Ticket A,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,53a1bc99c2f9de751c7f3509a8c6632346980ce8b212fab588c3e384ede380bd,d669f85de54d54fc8ee6af233e8f50057a64614741ab8140ca4bb5ac9f01ec0b,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S2-PS1-I07,2.2,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,2fd33d88d72b2edf21b3189bc699e04ec3a5c3995201292360556a95219bd785,2fd33d88d72b2edf21b3189bc699e04ec3a5c3995201292360556a95219bd785,Question-family classification review,PASS,
U2-S2-PS1-R01,2.2,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,115399a15439d0daa37ae82d7f3f94a3bcbad2767dae89451e0cb8b67342a959,115399a15439d0daa37ae82d7f3f94a3bcbad2767dae89451e0cb8b67342a959,Question-family classification review,PASS,
U2-S2-PS1-R03,2.2,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,58d2a85879baee9488ca6a70fb15d73ec3c485f77d153b65dec5eb31320f14a9,58d2a85879baee9488ca6a70fb15d73ec3c485f77d153b65dec5eb31320f14a9,Question-family classification review,PASS,
U2-S2-PS2-I04,2.2,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,8bd7a8782daa471a19019556b2a589887277dee53c6a39973bc936c7e83f1b0c,8bd7a8782daa471a19019556b2a589887277dee53c6a39973bc936c7e83f1b0c,Question-family classification review,PASS,
U2-S2-PS2-I07,2.2,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,0f19262e5390ba2d966e3426f79991abe8f84c3597fe1b6d073e6b31b150a4c4,00cdca51f21ef71ca7a3a5fc7923e56a4b4f1f8e73d318f1c83cb6ba8eebe486,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS2-I08,2.2,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,e2fb7501af926dc2b81c1eb89ce9ee7c033d84325e65764743242f3a84603c14,6e29bd4ad0f24c013964f323d4be1d59751b0231ffd70a091347296a13bbcb44,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS2-M03,2.2,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,c0dd79619989a2f758fe5aa8357b201c84166af0c4418665eb8f6b2e3c548a8c,f601a0c783ba61efcd8961f2ce300eff37cfdd9f94303bcf69c9e1306a424380,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS2-M04,2.2,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,6db76c922e1281a12ddd84dc8db547b604921a1335b647cecd885917399f19cf,4fdb4ea9599ed557b370767f59f43e17ed1ea2114e00cf2fa2da480c9403b7f2,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS2-R01,2.2,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,c4f75be30873b14475591e33535a35fce57d14faad7ebc088d971290b592873c,c4f75be30873b14475591e33535a35fce57d14faad7ebc088d971290b592873c,Question-family classification review,PASS,
U2-S2-PS2-R02,2.2,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,8729f5c57711c2ccdf976c48cd827d4bd6c402578d27e93b81f157d9e1c803ce,8a1b24b6e57c4aa31c0cc84cd4e177ad725368c22bd71ae3fdee9f4e86b155cb,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS2-R04,2.2,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,254239701cb3175040a09b4bda1dc2ebd3f620605a26c2ec95e27a9c0de78734,254239701cb3175040a09b4bda1dc2ebd3f620605a26c2ec95e27a9c0de78734,Question-family classification review,PASS,
U2-S2-PS3-I01,2.2,Practice Set 3,3,math_render_cleanup,MINOR,POLISH,Removed unnecessary +0 from the student-facing equation.,true,false,false,false,e5ce60ab7af43235f3e0252569455abcb7bfc3eccb742ae6267e2340196d65c8,e43885876ae2d5325a5272630b8f1c786d518ef7f255d9f113d93bbbc65d375f,Student-facing math lint,PASS,
U2-S2-PS3-I04,2.2,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,3aaf511e14834af6765b65ecad4696c571d7c13d473a6c188930bdcca50d5ecf,3aaf511e14834af6765b65ecad4696c571d7c13d473a6c188930bdcca50d5ecf,Question-family classification review,PASS,
U2-S2-PS3-I07,2.2,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,1539bfb9d90cb08af897a595941e1c5d12be08b1a75c5d6d74d8b60de8f60c1e,5985ad442418d04427e26ddfce307e77324a90a7b79e35f8fc1ac13f54a6eb12,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS3-I08,2.2,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,5c3f3dd86626a9b852c0ece54437ad9f685069fb0d17d693b52fd4d8a50bb8af,8eccdd28325acb29f3f1c9ef0d5a46b6419c1c21a40f67d5ec2f5e5cf836a990,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS3-M01,2.2,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,5e6c710766813cf18c5e038d52f6a9c8a2600fc33f9292301e21335fdfdd03b0,a95d5d334a44672e8ba379e26b2f527a892e5f551c945becc93cad0fe79e56a5,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS3-M02,2.2,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,9ffaefe136bd3cbf59256b9e962824d4f0ab2c357b4d7314e2e885b95a822a54,334a0d487ba910443954cb69ee326fe52e8e9c6071adb0eb842454a37ec8b22b,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-PS3-R01,2.2,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,e7ed93afde58d40accce548bcf6537d0ad9f7982ca1709b7af772b611fa8c0eb,e7ed93afde58d40accce548bcf6537d0ad9f7982ca1709b7af772b611fa8c0eb,Question-family classification review,PASS,
U2-S2-PS3-R03,2.2,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,fe6b06f0bf05a0f4dd091d2643f1ed3325cfe11b2a4fc99297cb8eaf3f7d79ff,fe6b06f0bf05a0f4dd091d2643f1ed3325cfe11b2a4fc99297cb8eaf3f7d79ff,Question-family classification review,PASS,
