q_id,artifact_type,artifact_unit,artifact_section,artifact_day,artifact_slot,usage_type,combine_with
6-S3-DOK3.02,formative,6,3,—,dok3-3 V5-6,combine,6-S3-DOK3.03
6-S3-DOK3.03,formative,6,3,—,dok3-3 V5-6,combine,6-S3-DOK3.02
6-S3-DOK3.04,formative,6,3,—,dok3-3 V7-8,number-swap,—
6-S4-DOK3.01,formative,6,4,—,dok3-4 V1-4,number-swap,—
6-S4-DOK3.02,formative,6,4,—,dok3-4 V5-6,combine,6-S4-DOK3.04
6-S4-DOK3.04,formative,6,4,—,dok3-4 V5-6,combine,6-S4-DOK3.02
6-S5-DOK3.01,formative,6,5,—,dok3-4 V7-8,combine,6-S5-DOK3.04
6-S5-DOK3.04,formative,6,5,—,dok3-4 V7-8,combine,6-S5-DOK3.01
6-S5-DOK4.01,formative,6,5,—,dok4-1 V1-4,number-swap,—
6-S3-DOK4.03,formative,6,3,—,dok4-1 V5-6,combine,6-S1-DOK4.03
6-S1-DOK4.03,formative,6,1,—,dok4-1 V5-6,combine,6-S3-DOK4.03
6-S4-DOK4.04,formative,6,4,—,dok4-1 V7-8,combine,6-S3-DOK4.05
6-S3-DOK4.05,formative,6,3,—,dok4-1 V7-8,combine,6-S4-DOK4.04
6-S4-DOK4.02,formative,6,4,—,dok4-2 V1-4,number-swap,—
6-S3-DOK4.04,formative,6,3,—,dok4-2 V5-6,combine,6-S3-DOK4.06
6-S3-DOK4.06,formative,6,3,—,dok4-2 V5-6,combine,6-S3-DOK4.04
6-S5-DOK4.04,formative,6,5,—,dok4-2 V7-8,combine,6-S5-DOK4.06
6-S5-DOK4.06,formative,6,5,—,dok4-2 V7-8,combine,6-S5-DOK4.04
6-S3-DOK4.03,formative,6,3,—,dok4-3 V1-4,number-swap,—
6-S4-DOK4.01,formative,6,4,—,dok4-3 V5-6,combine,6-S5-DOK4.01
6-S5-DOK4.01,formative,6,5,—,dok4-3 V5-6,combine,6-S4-DOK4.01
6-S3-DOK4.06,formative,6,3,—,dok4-3 V7-8,combine,6-S3-DOK4.04
6-S3-DOK4.04,formative,6,3,—,dok4-3 V7-8,combine,6-S3-DOK4.06
6-S5-DOK4.02,formative,6,5,—,dok4-4 V1-4,number-swap,—
6-S5-DOK4.05,formative,6,5,—,dok4-4 V5-6,combine,6-S4-DOK4.04
6-S4-DOK4.04,formative,6,4,—,dok4-4 V5-6,combine,6-S5-DOK4.05
6-S5-DOK4.06,formative,6,5,—,dok4-4 V7-8,combine,6-S5-DOK4.04
6-S5-DOK4.04,formative,6,5,—,dok4-4 V7-8,combine,6-S5-DOK4.06
