summative_version,bank_id,question_family_id,variation,mastery_goal,exact_target,response_type,representation,task_architecture,estimated_time_sec,source_basis
V3,U1-SUM-V3-Q01,SUM-DIST,V3-DIST,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Expression,PROC-DIRECT-EXECUTE-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q02,SUM-EQ-CONTEXT,V3-EQ-CONTEXT,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Context + Equation,MULTISTEP-REAL-CONTEXT-DECOMPOSE-01,270,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q03,SUM-RAT-FRAC,V3-RAT-FRAC,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Fraction expression,PROC-DIRECT-EXECUTE-01,180,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q04,SUM-INEQ-CONTEXT,V3-INEQ-CONTEXT,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Context + Inequality,MULTISTEP-REAL-CONTEXT-DECOMPOSE-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q05,SUM-EQ-SOLVE,V3-EQ-SOLVE,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Equation,PROC-MULTISTEP-CHAIN-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q06,SUM-RAT-INT,V3-RAT-INT,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Numerical expression,PROC-DIRECT-EXECUTE-01,150,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q07,SUM-REASON,V3-REASON,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Equation + Check,VERIFY-REASONABLENESS-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V3,U1-SUM-V3-Q08,SUM-FACTOR,V3-FACTOR,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Expression,PROC-SELECT-STRATEGY-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q09,SUM-INEQ-SOLVE,V3-INEQ-SOLVE,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Equation + Number line,REPTRANS-GRAPH-TABLE-EQUATION-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V3,U1-SUM-V3-Q10,SUM-EVAL,V3-EVAL,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Algebraic expression,PROC-DIRECT-EXECUTE-01,180,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q01,SUM-INEQ-CONTEXT,V4-INEQ-CONTEXT,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Context + Inequality,MULTISTEP-REAL-CONTEXT-DECOMPOSE-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q02,SUM-EVAL,V4-EVAL,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Algebraic expression,PROC-DIRECT-EXECUTE-01,180,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q03,SUM-FACTOR,V4-FACTOR,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Expression,PROC-SELECT-STRATEGY-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q04,SUM-RAT-INT,V4-RAT-INT,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Numerical expression,PROC-DIRECT-EXECUTE-01,150,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q05,SUM-EQ-CONTEXT,V4-EQ-CONTEXT,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Context + Equation,MULTISTEP-REAL-CONTEXT-DECOMPOSE-01,270,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q06,SUM-REASON,V4-REASON,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Equation + Check,VERIFY-REASONABLENESS-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V4,U1-SUM-V4-Q07,SUM-RAT-FRAC,V4-RAT-FRAC,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Fraction expression,PROC-DIRECT-EXECUTE-01,180,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q08,SUM-EQ-SOLVE,V4-EQ-SOLVE,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Equation,PROC-MULTISTEP-CHAIN-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q09,SUM-DIST,V4-DIST,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Expression,PROC-DIRECT-EXECUTE-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V4,U1-SUM-V4-Q10,SUM-INEQ-SOLVE,V4-INEQ-SOLVE,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Equation + Number line,REPTRANS-GRAPH-TABLE-EQUATION-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q01,SUM-ALT-EXPR-AREA,V5-ALT-EXPR-AREA,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Context + Expression,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q02,SUM-ALT-INEQ-BOUND,V5-ALT-INEQ-BOUND,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Number line + Inequality,REPTRANS-GRAPH-TABLE-EQUATION-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q03,SUM-ALT-NUM-LINE-OP,V5-ALT-NUM-LINE-OP,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Number line + Integer operation,REPTRANS-GRAPH-TABLE-EQUATION-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q04,SUM-ALT-EQ-BAR,V5-ALT-EQ-BAR,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Context + Equation,MULTISTEP-REAL-CONTEXT-DECOMPOSE-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q05,SUM-ALT-EVAL-TABLE,V5-ALT-EVAL-TABLE,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Table + Expression,TABLE-RECONSTRUCT-MISSING-CELLS-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q06,SUM-ALT-INEQ-NEG,V5-ALT-INEQ-NEG,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Inequality,PROC-DIRECT-EXECUTE-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q07,SUM-ALT-EXPR-ERROR,V5-ALT-EXPR-ERROR,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Expression + Error analysis,ERROR-DIAGNOSE-WORKED-SOLUTION-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q08,SUM-ALT-MODEL,V5-ALT-MODEL,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Context + Equation,VERIFY-REASONABLENESS-01,270,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q09,SUM-ALT-EQ-CRITIQUE,V5-ALT-EQ-CRITIQUE,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Equation + Error analysis,ERROR-DIAGNOSE-WORKED-SOLUTION-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V5,U1-SUM-V5-Q10,SUM-ALT-INTEGRATED,V5-ALT-INTEGRATED,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Context + Inequality,TRANSFER-NOVEL-CONTEXT-01,300,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.9 curated enrichment + current Question Structure Toolkit; wording authored fresh.
V6,U1-SUM-V6-Q01,SUM-ALT-MODEL,V6-ALT-MODEL,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Context + Equation,VERIFY-REASONABLENESS-01,270,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q02,SUM-ALT-EVAL-TABLE,V6-ALT-EVAL-TABLE,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Table + Expression,TABLE-RECONSTRUCT-MISSING-CELLS-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q03,SUM-ALT-EQ-CRITIQUE,V6-ALT-EQ-CRITIQUE,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Equation + Error analysis,ERROR-DIAGNOSE-WORKED-SOLUTION-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q04,SUM-ALT-NUM-LINE-OP,V6-ALT-NUM-LINE-OP,U1-MG01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",constructed response,Number line + Integer operation,REPTRANS-GRAPH-TABLE-EQUATION-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q05,SUM-ALT-INEQ-NEG,V6-ALT-INEQ-NEG,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Inequality,PROC-DIRECT-EXECUTE-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q06,SUM-ALT-EXPR-AREA,V6-ALT-EXPR-AREA,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Context + Expression,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q07,SUM-ALT-INTEGRATED,V6-ALT-INTEGRATED,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Context + Inequality,TRANSFER-NOVEL-CONTEXT-01,300,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q08,SUM-ALT-EXPR-ERROR,V6-ALT-EXPR-ERROR,U1-MG02,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",constructed response,Expression + Error analysis,ERROR-DIAGNOSE-WORKED-SOLUTION-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q09,SUM-ALT-INEQ-BOUND,V6-ALT-INEQ-BOUND,U1-MG04,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",constructed response,Number line + Inequality,REPTRANS-GRAPH-TABLE-EQUATION-01,210,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
V6,U1-SUM-V6-Q10,SUM-ALT-EQ-BAR,V6-ALT-EQ-BAR,U1-MG03,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,constructed response,Context + Equation,MULTISTEP-REAL-CONTEXT-DECOMPOSE-01,240,Original Unit 1 Assessment Plan + Algebra 1 Framework v6.35 + Question Structure Toolkit v1.7; 3f evidence/assessment wording authored fresh.
