bank_id,destination,section,item_label,exact_target,question_family_id,variation,task_architecture,representation,response_type,dok,bloom,mastery_goal,source_basis,summative_version
U3-31-NOTES-YTI-3-001,Notes YTI 3,3.1,You Try It 3,I can use elimination to solve systems and interpret the solution type.,elimination_solve,yti-3,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-NOTES-EXAMPLE-4-001,Notes Example 4,3.1,Example 4,I can use elimination to solve systems and interpret the solution type.,elimination_error,ex-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-NOTES-YTI-4-001,Notes YTI 4,3.1,You Try It 4,I can use elimination to solve systems and interpret the solution type.,elimination_error,yti-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-NOTES-EXAMPLE-5-001,Notes Example 5,3.1,Example 5,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,ex-5,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-NOTES-YTI-5-001,Notes YTI 5,3.1,You Try It 5,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,yti-5,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-NOTES-EXAMPLE-6-001,Notes Example 6,3.1,Example 6,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,ex-6,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-NOTES-YTI-6-001,Notes YTI 6,3.1,You Try It 6,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,yti-6,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-EXAMPLE-1-001,Notes Example 1,3.2,Example 1,I can formulate a substitution plan when one equation is already written in an efficient form.,substitution_plan,ex-1,PROC-SELECT-STRATEGY-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-YTI-1-001,Notes YTI 1,3.2,You Try It 1,I can formulate a substitution plan when one equation is already written in an efficient form.,substitution_plan,yti-1,PROC-SELECT-STRATEGY-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-EXAMPLE-2-001,Notes Example 2,3.2,Example 2,I can assess which algebraic method is more efficient for a given system.,method_efficiency,ex-2,PROC-SELECT-STRATEGY-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-YTI-2-001,Notes YTI 2,3.2,You Try It 2,I can assess which algebraic method is more efficient for a given system.,method_efficiency,yti-2,PROC-SELECT-STRATEGY-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-EXAMPLE-3-001,Notes Example 3,3.2,Example 3,I can apply substitution to solve systems and interpret the ordered-pair solution.,substitution_error,ex-3,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-YTI-3-001,Notes YTI 3,3.2,You Try It 3,I can apply substitution to solve systems and interpret the ordered-pair solution.,substitution_error,yti-3,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-EXAMPLE-4-001,Notes Example 4,3.2,Example 4,I can apply substitution to solve systems and interpret the ordered-pair solution.,solution_check,ex-4,INVERSE-GIVEN-OUTPUT-FIND-INPUT-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-YTI-4-001,Notes YTI 4,3.2,You Try It 4,I can apply substitution to solve systems and interpret the ordered-pair solution.,solution_check,yti-4,INVERSE-GIVEN-OUTPUT-FIND-INPUT-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-EXAMPLE-5-001,Notes Example 5,3.2,Example 5,I can apply substitution to solve systems and interpret the ordered-pair solution.,substitution_solve,ex-5,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-YTI-5-001,Notes YTI 5,3.2,You Try It 5,I can apply substitution to solve systems and interpret the ordered-pair solution.,substitution_solve,yti-5,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-EXAMPLE-6-001,Notes Example 6,3.2,Example 6,I can apply substitution to solve systems and interpret the ordered-pair solution.,substitution_solve,ex-6,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-32-NOTES-YTI-6-001,Notes YTI 6,3.2,You Try It 6,I can apply substitution to solve systems and interpret the ordered-pair solution.,substitution_solve,yti-6,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-EXAMPLE-1-001,Notes Example 1,3.3,Example 1,"I can design a solution pathway that connects equations, calculations, and a contextual conclusion.",model_solve_interpret,ex-1,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-YTI-1-001,Notes YTI 1,3.3,You Try It 1,"I can design a solution pathway that connects equations, calculations, and a contextual conclusion.",model_solve_interpret,yti-1,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-EXAMPLE-2-001,Notes Example 2,3.3,Example 2,I can predict the meaning of a solution before solving from the context and variables.,predict_solution_meaning,ex-2,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-YTI-2-001,Notes YTI 2,3.3,You Try It 2,I can predict the meaning of a solution before solving from the context and variables.,predict_solution_meaning,yti-2,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-EXAMPLE-3-001,Notes Example 3,3.3,Example 3,I can build a system of equations that represents two constraints in a situation.,model_table_constraints,ex-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-YTI-3-001,Notes YTI 3,3.3,You Try It 3,I can build a system of equations that represents two constraints in a situation.,model_table_constraints,yti-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-EXAMPLE-4-001,Notes Example 4,3.3,Example 4,"I can design a solution pathway that connects equations, calculations, and a contextual conclusion.",model_reasonableness,ex-4,PROC-DIRECT-EXECUTE-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-YTI-4-001,Notes YTI 4,3.3,You Try It 4,"I can design a solution pathway that connects equations, calculations, and a contextual conclusion.",model_reasonableness,yti-4,PROC-DIRECT-EXECUTE-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-EXAMPLE-5-001,Notes Example 5,3.3,Example 5,I can build a system of equations that represents two constraints in a situation.,model_write_system,ex-5,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-YTI-5-001,Notes YTI 5,3.3,You Try It 5,I can build a system of equations that represents two constraints in a situation.,model_write_system,yti-5,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-EXAMPLE-6-001,Notes Example 6,3.3,Example 6,"I can design a solution pathway that connects equations, calculations, and a contextual conclusion.",model_solve_interpret,ex-6,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-33-NOTES-YTI-6-001,Notes YTI 6,3.3,You Try It 6,"I can design a solution pathway that connects equations, calculations, and a contextual conclusion.",model_solve_interpret,yti-6,MODEL-COMPARE-TWO-LINEAR-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-EXAMPLE-1-001,Notes Example 1,3.4,Example 1,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_from_graph,ex-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-YTI-1-001,Notes YTI 1,3.4,You Try It 1,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_from_graph,yti-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-EXAMPLE-2-001,Notes Example 2,3.4,Example 2,I can use test points to interpret which region satisfies an inequality.,test_point,ex-2,PROC-DIRECT-EXECUTE-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-YTI-2-001,Notes YTI 2,3.4,You Try It 2,I can use test points to interpret which region satisfies an inequality.,test_point,yti-2,PROC-DIRECT-EXECUTE-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-EXAMPLE-3-001,Notes Example 3,3.4,Example 3,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_from_graph,ex-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-YTI-3-001,Notes YTI 3,3.4,You Try It 3,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_from_graph,yti-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-EXAMPLE-4-001,Notes Example 4,3.4,Example 4,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_graph_critique,ex-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-YTI-4-001,Notes YTI 4,3.4,You Try It 4,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_graph_critique,yti-4,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-EXAMPLE-5-001,Notes Example 5,3.4,Example 5,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_from_graph,ex-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-YTI-5-001,Notes YTI 5,3.4,You Try It 5,"I can critique a graph of a linear inequality using the boundary, shading, and solution region.",inequality_from_graph,yti-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-EXAMPLE-6-001,Notes Example 6,3.4,Example 6,I can construct a boundary line and shaded region for a linear inequality.,boundary_shading,ex-6,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-34-NOTES-YTI-6-001,Notes YTI 6,3.4,You Try It 6,I can construct a boundary line and shaded region for a linear inequality.,boundary_shading,yti-6,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-EXAMPLE-1-001,Notes Example 1,3.5,Example 1,I can extend graphing strategies to represent overlapping solution regions.,system_inequalities_graph,ex-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-YTI-1-001,Notes YTI 1,3.5,You Try It 1,I can extend graphing strategies to represent overlapping solution regions.,system_inequalities_graph,yti-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-EXAMPLE-2-001,Notes Example 2,3.5,Example 2,I can extend graphing strategies to represent overlapping solution regions.,system_inequalities_graph,ex-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-YTI-2-001,Notes YTI 2,3.5,You Try It 2,I can extend graphing strategies to represent overlapping solution regions.,system_inequalities_graph,yti-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-EXAMPLE-3-001,Notes Example 3,3.5,Example 3,I can formulate a system of inequalities that represents multiple constraints.,model_system_inequalities,ex-3,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-YTI-3-001,Notes YTI 3,3.5,You Try It 3,I can formulate a system of inequalities that represents multiple constraints.,model_system_inequalities,yti-3,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-EXAMPLE-4-001,Notes Example 4,3.5,Example 4,I can apply feasible-region reasoning to interpret possible solutions in context.,overlap_reasoning,ex-4,PROC-DIRECT-EXECUTE-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-YTI-4-001,Notes YTI 4,3.5,You Try It 4,I can apply feasible-region reasoning to interpret possible solutions in context.,overlap_reasoning,yti-4,PROC-DIRECT-EXECUTE-01,Context,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-EXAMPLE-5-001,Notes Example 5,3.5,Example 5,I can extend graphing strategies to represent overlapping solution regions.,system_inequalities_graph,ex-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-YTI-5-001,Notes YTI 5,3.5,You Try It 5,I can extend graphing strategies to represent overlapping solution regions.,system_inequalities_graph,yti-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-EXAMPLE-6-001,Notes Example 6,3.5,Example 6,I can apply feasible-region reasoning to interpret possible solutions in context.,feasible_point_check,ex-6,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-35-NOTES-YTI-6-001,Notes YTI 6,3.5,You Try It 6,I can apply feasible-region reasoning to interpret possible solutions in context.,feasible_point_check,yti-6,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-001,Practice Set 1,3.1,Question 1,I can use elimination to solve systems and interpret the solution type.,elimination_error,p1-q1,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-002,Practice Set 1,3.1,Question 2,I can construct graphical representations of systems and connect intersection points to solutions.,system_graph_intersection,p1-q2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-003,Practice Set 1,3.1,Question 3,I can construct graphical representations of systems and connect intersection points to solutions.,system_table_intersection,p1-q3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-004,Practice Set 1,3.1,Question 4,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p1-q4,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-005,Practice Set 1,3.1,Question 5,I can construct graphical representations of systems and connect intersection points to solutions.,system_graph_intersection,p1-q5,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-006,Practice Set 1,3.1,Question 6,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p1-q6,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-007,Practice Set 1,3.1,Question 7,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p1-q7,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-008,Practice Set 1,3.1,Question 8,I can use elimination to solve systems and interpret the solution type.,elimination_error,p1-q8,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-009,Practice Set 1,3.1,Question 9,I can construct graphical representations of systems and connect intersection points to solutions.,system_graph_intersection,p1-q9,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-010,Practice Set 1,3.1,Question 10,I can construct graphical representations of systems and connect intersection points to solutions.,system_table_intersection,p1-q10,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-011,Practice Set 1,3.1,Question 11,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p1-q11,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-012,Practice Set 1,3.1,Question 12,I can construct graphical representations of systems and connect intersection points to solutions.,system_table_intersection,p1-q12,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-013,Practice Set 1,3.1,Question 13,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p1-q13,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-014,Practice Set 1,3.1,Question 14,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p1-q14,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-015,Practice Set 1,3.1,Question 15,I can use elimination to solve systems and interpret the solution type.,elimination_error,p1-q15,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-016,Practice Set 1,3.1,Question 16,I can construct graphical representations of systems and connect intersection points to solutions.,system_graph_intersection,p1-q16,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-017,Practice Set 1,3.1,Question 17,I can construct graphical representations of systems and connect intersection points to solutions.,system_table_intersection,p1-q17,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-018,Practice Set 1,3.1,Question 18,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p1-q18,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-019,Practice Set 1,3.1,Question 19,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p1-q19,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-020,Practice Set 1,3.1,Question 20,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p1-q20,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-021,Practice Set 1,3.1,Question 21,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p1-q21,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-022,Practice Set 1,3.1,Question 22,I can use elimination to solve systems and interpret the solution type.,elimination_error,p1-q22,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-023,Practice Set 1,3.1,Question 23,I can construct graphical representations of systems and connect intersection points to solutions.,system_graph_intersection,p1-q23,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-1-024,Practice Set 1,3.1,Question 24,I can construct graphical representations of systems and connect intersection points to solutions.,system_table_intersection,p1-q24,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-001,Practice Set 2,3.1,Question 1,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p2-q1,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-002,Practice Set 2,3.1,Question 2,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p2-q2,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-003,Practice Set 2,3.1,Question 3,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p2-q3,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-004,Practice Set 2,3.1,Question 4,"I can determine whether a system has one solution, no solution, or infinitely many solutions from algebraic and graphical evidence.",system_solution_type,p2-q4,PROC-DIRECT-EXECUTE-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-005,Practice Set 2,3.1,Question 5,I can construct graphical representations of systems and connect intersection points to solutions.,system_graph_intersection,p2-q5,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-006,Practice Set 2,3.1,Question 6,I can construct graphical representations of systems and connect intersection points to solutions.,system_graph_intersection,p2-q6,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-007,Practice Set 2,3.1,Question 7,I can construct graphical representations of systems and connect intersection points to solutions.,system_table_intersection,p2-q7,REPTRANS-GRAPH-TABLE-EQUATION-01,Table,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-008,Practice Set 2,3.1,Question 8,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p2-q8,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
U3-31-PRACTICE-SET-2-009,Practice Set 2,3.1,Question 9,I can use elimination to solve systems and interpret the solution type.,elimination_solve,p2-q9,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,2,Apply,,Unit 3 Assessment Plan; Framework section enrichment,
