summative_version,bank_id,question_family_id,mastery_goal,exact_target,evidence_job,response_type,representation,estimated_time_sec,source_basis
V2,U3-SUM-SECURE-SUMMATIVE-V2-003,mg4_model,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context,240,Unit 3 Assessment Plan; Framework section enrichment
V2,U3-SUM-SECURE-SUMMATIVE-V2-004,mg2_family,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
V2,U3-SUM-SECURE-SUMMATIVE-V2-005,mg1_table,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
V2,U3-SUM-SECURE-SUMMATIVE-V2-006,mg4_solve,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V2,U3-SUM-SECURE-SUMMATIVE-V2-007,mg2_rule,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V2,U3-SUM-SECURE-SUMMATIVE-V2-008,mg3_equiv,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-001,mg2_family,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-002,mg4_solve,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-003,mg1_table,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-004,mg3_equiv,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-005,mg4_model,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-006,mg3_rewrite,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-007,mg1_graph,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Graph,240,Unit 3 Assessment Plan; Framework section enrichment
V3,U3-SUM-SECURE-SUMMATIVE-V3-008,mg2_rule,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-001,mg4_model,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-002,mg2_rule,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-003,mg3_equiv,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-004,mg1_graph,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Graph,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-005,mg3_rewrite,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-006,mg1_table,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-007,mg4_solve,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V4,U3-SUM-SECURE-SUMMATIVE-V4-008,mg2_family,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-001,mg1_construct_context,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table + Context,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-002,mg2_mapping,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Ordered pairs,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-003,mg3_error,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-004,mg4_reasonable,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-005,mg1_disagree,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table + Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-006,mg2_family_compare,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-007,mg3_reverse,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V5,U3-SUM-SECURE-SUMMATIVE-V5-008,mg4_build,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-001,mg2_context_rule,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context + Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-002,mg3_sub_check,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-003,mg1_missing_graph,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table + Graph reasoning,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-004,mg4_inverse_context,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-005,mg3_structure_compare,U3-MG03,"Interpret and rewrite algebraic expressions by using structure, grouping, properties, substitution, and equivalent forms.",Secure independent evidence for the full Mastery Goal.,constructed_response,Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-006,mg1_context_table,U3-MG01,"Connect tables, graphs, equations, and contexts that represent the same relationship and use evidence to determine whether representations agree.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context + Table,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-007,mg4_reject,U3-MG04,"Write, solve, and interpret equations that model situations and judge whether solutions are reasonable in context.",Secure independent evidence for the full Mastery Goal.,constructed_response,Context + Equation,240,Unit 3 Assessment Plan; Framework section enrichment
V6,U3-SUM-SECURE-SUMMATIVE-V6-008,mg2_family_design,U3-MG02,"Interpret functions through inputs, outputs, rules, and family features, and distinguish common function families using representation evidence.",Secure independent evidence for the full Mastery Goal.,constructed_response,Table,240,Unit 3 Assessment Plan; Framework section enrichment
